,strain,study,continent,region,lineage,spoligotype,res_profile,INH,STR,RIF,EMB,ETH,PZA,OFL,KAN,num_res,country,date,Original_ID,Sample_Type,Sample_source,CT,starting_quant,Primer_Conc,NGS_Run_ID,numreads,covbases,coverage,meandepth,mykrobe_lineage,Template_dilution,Amikacin,Capreomycin,Ciprofloxacin,Delamanid,Levofloxacin,Linezolid,Moxifloxacin,NA
2609,ERR176719,"Guerra-Assuncao et al., 2014",Africa,Eastern_Africa,LIN-4,"T2,H3,T3",susceptible,0,0,0,0,0,0,0,0,0,Malawi,2000-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2610,ERR176720,"Guerra-Assuncao et al., 2014",Africa,Eastern_Africa,LIN-4,LAM11-ZWE,susceptible,0,0,0,0,0,0,0,0,0,Malawi,2000-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2611,ERR176721,"Guerra-Assuncao et al., 2014",Africa,Eastern_Africa,LIN-4,LAM11-ZWE,susceptible,0,0,0,0,0,0,0,0,0,Malawi,1998-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2612,ERR176722,"Guerra-Assuncao et al., 2014",Africa,Eastern_Africa,LIN-4,LAM11-ZWE,susceptible,0,0,0,0,0,0,0,0,0,Malawi,1998-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2613,ERR176723,"Guerra-Assuncao et al., 2014",Africa,Eastern_Africa,LIN-1,EAI6-BGD1,susceptible,0,0,0,0,0,0,0,0,0,Malawi,1998-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2614,ERR176724,"Guerra-Assuncao et al., 2014",Africa,Eastern_Africa,LIN-4,T1,susceptible,0,0,0,0,0,0,0,0,0,Malawi,1998-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2615,ERR176725,"Guerra-Assuncao et al., 2014",Africa,Eastern_Africa,LIN-4,S,susceptible,0,0,0,0,0,0,0,0,0,Malawi,1998-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2616,ERR176726,"Guerra-Assuncao et al., 2014",Africa,Eastern_Africa,LIN-1,EAI5,susceptible,0,0,0,0,0,0,0,0,0,Malawi,1998-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2617,ERR176727,"Guerra-Assuncao et al., 2014",Africa,Eastern_Africa,LIN-4,LAM11-ZWE,susceptible,0,0,0,0,0,0,0,0,0,Malawi,1998-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2618,ERR176728,"Guerra-Assuncao et al., 2014",Africa,Eastern_Africa,LIN-4,X3,susceptible,0,0,0,0,0,0,0,0,0,Malawi,1998-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2619,ERR176729,"Guerra-Assuncao et al., 2014",Africa,Eastern_Africa,LIN-4,LAM11-ZWE,susceptible,0,0,0,0,0,0,0,0,0,Malawi,1998-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2620,ERR176730,"Guerra-Assuncao et al., 2014",Africa,Eastern_Africa,LIN-4,LAM4,susceptible,0,0,0,0,0,0,0,0,0,Malawi,1998-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2621,ERR176731,"Guerra-Assuncao et al., 2014",Africa,Eastern_Africa,LIN-3,CAS1-Kili,susceptible,0,0,0,0,0,0,0,0,0,Malawi,1998-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2622,ERR176732,"Guerra-Assuncao et al., 2014",Africa,Eastern_Africa,LIN-4,LAM11-ZWE,susceptible,0,0,0,0,0,0,0,0,0,Malawi,1997-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2623,ERR176733,"Guerra-Assuncao et al., 2014",Africa,Eastern_Africa,LIN-4,T1,susceptible,0,0,0,0,0,0,0,0,0,Malawi,1997-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2624,ERR176734,"Guerra-Assuncao et al., 2014",Africa,Eastern_Africa,LIN-4,T1,susceptible,0,0,0,0,0,0,0,0,0,Malawi,1997-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2625,ERR176735,"Guerra-Assuncao et al., 2014",Africa,Eastern_Africa,LIN-1,EAI5,susceptible,0,0,0,0,0,0,0,0,0,Malawi,1997-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2626,ERR176737,"Guerra-Assuncao et al., 2014",Africa,Eastern_Africa,LIN-4,LAM1,susceptible,0,0,0,0,0,0,0,0,0,Malawi,1998-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2627,ERR176738,"Guerra-Assuncao et al., 2014",Africa,Eastern_Africa,LIN-3,CAS1-Kili,susceptible,0,0,0,0,0,0,0,0,0,Malawi,1998-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2628,ERR176739,"Guerra-Assuncao et al., 2014",Africa,Eastern_Africa,LIN-4,S,susceptible,0,0,0,0,0,0,0,0,0,Malawi,1997-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2629,ERR176742,"Guerra-Assuncao et al., 2014",Africa,Eastern_Africa,LIN-4,LAM11-ZWE,susceptible,0,0,0,0,0,0,0,0,0,Malawi,1997-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2630,ERR176743,"Guerra-Assuncao et al., 2014",Africa,Eastern_Africa,LIN-4,LAM11-ZWE,susceptible,0,0,0,0,0,0,0,0,0,Malawi,2000-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2631,ERR176744,"Guerra-Assuncao et al., 2014",Africa,Eastern_Africa,LIN-4,LAM11-ZWE,susceptible,0,0,0,0,0,0,0,0,0,Malawi,2000-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2632,ERR176745,"Guerra-Assuncao et al., 2014",Africa,Eastern_Africa,LIN-4,LAM11-ZWE,susceptible,0,0,0,0,0,0,0,0,0,Malawi,2000-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2633,ERR176746,"Guerra-Assuncao et al., 2014",Africa,Eastern_Africa,LIN-4,LAM11-ZWE,susceptible,0,0,0,0,0,0,0,0,0,Malawi,2000-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2634,ERR176747,"Guerra-Assuncao et al., 2014",Africa,Eastern_Africa,LIN-1,EAI6-BGD1,susceptible,0,0,0,0,0,0,0,0,0,Malawi,2001-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2635,ERR176748,"Guerra-Assuncao et al., 2014",Africa,Eastern_Africa,LIN-4,LAM11-ZWE,susceptible,0,0,0,0,0,0,0,0,0,Malawi,2001-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2636,ERR176750,"Guerra-Assuncao et al., 2014",Africa,Eastern_Africa,LIN-4,H2,susceptible,0,0,0,0,0,0,0,0,0,Malawi,2001-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2637,ERR176753,"Guerra-Assuncao et al., 2014",Africa,Eastern_Africa,LIN-4,LAM11-ZWE,susceptible,0,0,0,0,0,0,0,0,0,Malawi,1998-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2638,ERR176754,"Guerra-Assuncao et al., 2014",Africa,Eastern_Africa,LIN-4,LAM11-ZWE,susceptible,0,0,0,0,0,0,0,0,0,Malawi,1998-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2639,ERR176755,"Guerra-Assuncao et al., 2014",Africa,Eastern_Africa,LIN-4,LAM11-ZWE,susceptible,0,0,0,0,0,0,0,0,0,Malawi,1998-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2640,ERR176756,"Guerra-Assuncao et al., 2014",Africa,Eastern_Africa,LIN-4,T1,susceptible,0,0,0,0,0,0,0,0,0,Malawi,1998-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2641,ERR176757,"Guerra-Assuncao et al., 2014",Africa,Eastern_Africa,LIN-1,EAI5,susceptible,0,0,0,0,0,0,0,0,0,Malawi,1998-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2642,ERR176758,"Guerra-Assuncao et al., 2014",Africa,Eastern_Africa,LIN-4,LAM11-ZWE,susceptible,0,0,0,0,0,0,0,0,0,Malawi,1998-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2643,ERR176759,"Guerra-Assuncao et al., 2014",Africa,Eastern_Africa,LIN-2,Beijing,susceptible,0,0,0,0,0,0,0,0,0,Malawi,1998-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2644,ERR176760,"Guerra-Assuncao et al., 2014",Africa,Eastern_Africa,LIN-4,LAM11-ZWE,susceptible,0,0,0,0,0,0,0,0,0,Malawi,1997-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2645,ERR176761,"Guerra-Assuncao et al., 2014",Africa,Eastern_Africa,LIN-4,T1,susceptible,0,0,0,0,0,0,0,0,0,Malawi,1997-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2646,ERR176762,"Guerra-Assuncao et al., 2014",Africa,Eastern_Africa,LIN-4,T1,susceptible,0,0,0,0,0,0,0,0,0,Malawi,1997-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2647,ERR176763,"Guerra-Assuncao et al., 2014",Africa,Eastern_Africa,LIN-4,LAM11-ZWE,susceptible,0,0,0,0,0,0,0,0,0,Malawi,1998-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2648,ERR176764,"Guerra-Assuncao et al., 2014",Africa,Eastern_Africa,LIN-4,LAM11-ZWE,susceptible,0,0,0,0,0,0,0,0,0,Malawi,1998-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2649,ERR176767,"Guerra-Assuncao et al., 2014",Africa,Eastern_Africa,LIN-4,LAM11-ZWE,susceptible,0,0,0,0,0,0,0,0,0,Malawi,1999-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2650,ERR176768,"Guerra-Assuncao et al., 2014",Africa,Eastern_Africa,LIN-4,"T1,H3",susceptible,0,0,0,0,0,0,0,0,0,Malawi,1999-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2651,ERR176769,"Guerra-Assuncao et al., 2014",Africa,Eastern_Africa,LIN-4,LAM1,susceptible,0,0,0,0,0,0,0,0,0,Malawi,1999-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2652,ERR176770,"Guerra-Assuncao et al., 2014",Africa,Eastern_Africa,LIN-1,EAI6-BGD1,susceptible,0,0,0,0,0,0,0,0,0,Malawi,1999-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2653,ERR176772,"Guerra-Assuncao et al., 2014",Africa,Eastern_Africa,LIN-4,LAM11-ZWE,susceptible,0,0,0,0,0,0,0,0,0,Malawi,1999-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2654,ERR176773,"Guerra-Assuncao et al., 2014",Africa,Eastern_Africa,LIN-4,LAM11-ZWE,susceptible,0,0,0,0,0,0,0,0,0,Malawi,1999-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2655,ERR176774,"Guerra-Assuncao et al., 2014",Africa,Eastern_Africa,LIN-4,LAM2,susceptible,0,0,0,0,0,0,0,0,0,Malawi,1999-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2656,ERR176775,"Guerra-Assuncao et al., 2014",Africa,Eastern_Africa,LIN-1,EAI6-BGD1,susceptible,0,0,0,0,0,0,0,0,0,Malawi,1999-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2657,ERR176776,"Guerra-Assuncao et al., 2014",Africa,Eastern_Africa,LIN-4,"T1,H3",susceptible,0,0,0,0,0,0,0,0,0,Malawi,2000-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2658,ERR176777,"Guerra-Assuncao et al., 2014",Africa,Eastern_Africa,LIN-4,LAM11-ZWE,susceptible,0,0,0,0,0,0,0,0,0,Malawi,2000-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2659,ERR176782,"Guerra-Assuncao et al., 2014",Africa,Eastern_Africa,LIN-4,LAM11-ZWE,susceptible,0,0,0,0,0,0,0,0,0,Malawi,2000-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2660,ERR176783,"Guerra-Assuncao et al., 2014",Africa,Eastern_Africa,LIN-4,LAM11-ZWE,susceptible,0,0,0,0,0,0,0,0,0,Malawi,2000-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2661,ERR176784,"Guerra-Assuncao et al., 2014",Africa,Eastern_Africa,LIN-4,LAM11-ZWE,susceptible,0,0,0,0,0,0,0,0,0,Malawi,2000-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2662,ERR176785,"Guerra-Assuncao et al., 2014",Africa,Eastern_Africa,LIN-3,CAS1-Delhi,susceptible,0,0,0,0,0,0,0,0,0,Malawi,2000-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2663,ERR176786,"Guerra-Assuncao et al., 2014",Africa,Eastern_Africa,LIN-4,T1,susceptible,0,0,0,0,0,0,0,0,0,Malawi,2000-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2664,ERR176787,"Guerra-Assuncao et al., 2014",Africa,Eastern_Africa,LIN-4,LAM11-ZWE,susceptible,0,0,0,0,0,0,0,0,0,Malawi,2000-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2665,ERR176788,"Guerra-Assuncao et al., 2014",Africa,Eastern_Africa,LIN-1,EAI5,susceptible,0,0,0,0,0,0,0,0,0,Malawi,2000-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2666,ERR176789,"Guerra-Assuncao et al., 2014",Africa,Eastern_Africa,LIN-4,LAM11-ZWE,susceptible,0,0,0,0,0,0,0,0,0,Malawi,2000-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2667,ERR176790,"Guerra-Assuncao et al., 2014",Africa,Eastern_Africa,LIN-4,LAM11-ZWE,susceptible,0,0,0,0,0,0,0,0,0,Malawi,2000-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2668,ERR176791,"Guerra-Assuncao et al., 2014",Africa,Eastern_Africa,LIN-3,CAS1-Kili,susceptible,0,0,0,0,0,0,0,0,0,Malawi,2000-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2669,ERR176792,"Guerra-Assuncao et al., 2014",Africa,Eastern_Africa,LIN-4,"T1,H3",susceptible,0,0,0,0,0,0,0,0,0,Malawi,1999-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2670,ERR176794,"Guerra-Assuncao et al., 2014",Africa,Eastern_Africa,LIN-2,Beijing,susceptible,0,0,0,0,0,0,0,0,0,Malawi,1999-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2671,ERR176795,"Guerra-Assuncao et al., 2014",Africa,Eastern_Africa,LIN-1,EAI5,susceptible,0,0,0,0,0,0,0,0,0,Malawi,1999-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2672,ERR176796,"Guerra-Assuncao et al., 2014",Africa,Eastern_Africa,LIN-1,EAI5,susceptible,0,0,0,0,0,0,0,0,0,Malawi,1999-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2673,ERR176797,"Guerra-Assuncao et al., 2014",Africa,Eastern_Africa,LIN-4,LAM1,susceptible,0,0,0,0,0,0,0,0,0,Malawi,1999-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2674,ERR176798,"Guerra-Assuncao et al., 2014",Africa,Eastern_Africa,LIN-4,LAM11-ZWE,susceptible,0,0,0,0,0,0,0,0,0,Malawi,1999-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2675,ERR176799,"Guerra-Assuncao et al., 2014",Africa,Eastern_Africa,LIN-2,Beijing,susceptible,0,0,0,0,0,0,0,0,0,Malawi,1999-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2676,ERR176800,"Guerra-Assuncao et al., 2014",Africa,Eastern_Africa,LIN-1,EAI5,susceptible,0,0,0,0,0,0,0,0,0,Malawi,1999-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2677,ERR176801,"Guerra-Assuncao et al., 2014",Africa,Eastern_Africa,LIN-4,LAM4,susceptible,0,0,0,0,0,0,0,0,0,Malawi,1998-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2678,ERR176802,"Guerra-Assuncao et al., 2014",Africa,Eastern_Africa,LIN-4,LAM11-ZWE,susceptible,0,0,0,0,0,0,0,0,0,Malawi,1998-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2679,ERR176803,"Guerra-Assuncao et al., 2014",Africa,Eastern_Africa,LIN-4,LAM11-ZWE,susceptible,0,0,0,0,0,0,0,0,0,Malawi,1998-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2680,ERR176804,"Guerra-Assuncao et al., 2014",Africa,Eastern_Africa,LIN-4,T1,susceptible,0,0,0,0,0,0,0,0,0,Malawi,1998-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2681,ERR176805,"Guerra-Assuncao et al., 2014",Africa,Eastern_Africa,LIN-4,LAM5,susceptible,0,0,0,0,0,0,0,0,0,Malawi,1996-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2682,ERR176806,"Guerra-Assuncao et al., 2014",Africa,Eastern_Africa,LIN-4,LAM11-ZWE,susceptible,0,0,0,0,0,0,0,0,0,Malawi,1996-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2683,ERR176808,"Guerra-Assuncao et al., 2014",Africa,Eastern_Africa,LIN-4,T1,susceptible,0,0,0,0,0,0,0,0,0,Malawi,1996-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2684,ERR176810,"Guerra-Assuncao et al., 2014",Africa,Eastern_Africa,LIN-4,LAM3,susceptible,0,0,0,0,0,0,0,0,0,Malawi,1995-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2685,ERR176812,"Guerra-Assuncao et al., 2014",Africa,Eastern_Africa,LIN-4,LAM11-ZWE,susceptible,0,0,0,0,0,0,0,0,0,Malawi,1996-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2686,ERR176814,"Guerra-Assuncao et al., 2014",Africa,Eastern_Africa,LIN-4,LAM11-ZWE,susceptible,0,0,0,0,0,0,0,0,0,Malawi,1996-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2687,ERR176815,"Guerra-Assuncao et al., 2014",Africa,Eastern_Africa,LIN-4,"T2,H3,T3",susceptible,0,0,0,0,0,0,0,0,0,Malawi,1996-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2688,ERR176816,"Guerra-Assuncao et al., 2014",Africa,Eastern_Africa,LIN-4,LAM11-ZWE,susceptible,0,0,0,0,0,0,0,0,0,Malawi,1996-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2689,ERR176817,"Guerra-Assuncao et al., 2014",Africa,Eastern_Africa,LIN-4,LAM11-ZWE,susceptible,0,0,0,0,0,0,0,0,0,Malawi,1996-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2690,ERR176818,"Guerra-Assuncao et al., 2014",Africa,Eastern_Africa,LIN-4,LAM11-ZWE,susceptible,0,0,0,0,0,0,0,0,0,Malawi,1996-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2691,ERR176820,"Guerra-Assuncao et al., 2014",Africa,Eastern_Africa,LIN-4,LAM11-ZWE,susceptible,0,0,0,0,0,0,0,0,0,Malawi,1996-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2692,ERR176821,"Guerra-Assuncao et al., 2014",Africa,Eastern_Africa,LIN-4,LAM11-ZWE,susceptible,0,0,0,0,0,0,0,0,0,Malawi,1996-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2693,ERR176822,"Guerra-Assuncao et al., 2014",Africa,Eastern_Africa,LIN-4,LAM11-ZWE,susceptible,0,0,0,0,0,0,0,0,0,Malawi,1996-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2694,ERR176823,"Guerra-Assuncao et al., 2014",Africa,Eastern_Africa,LIN-1,EAI1-SOM,susceptible,0,0,0,0,0,0,0,0,0,Malawi,1997-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2695,ERR176824,"Guerra-Assuncao et al., 2014",Africa,Eastern_Africa,LIN-4,T1,susceptible,0,0,0,0,0,0,0,0,0,Malawi,1998-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2696,ERR176825,"Guerra-Assuncao et al., 2014",Africa,Eastern_Africa,LIN-3,CAS1-Delhi,susceptible,0,0,0,0,0,0,0,0,0,Malawi,1998-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2697,ERR176826,"Guerra-Assuncao et al., 2014",Africa,Eastern_Africa,LIN-4,LAM1,susceptible,0,0,0,0,0,0,0,0,0,Malawi,1998-XX-XX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
