sample	name	start	end	depth
Yale-TB136	Rv3854c	4326003	4327548	9
Yale-TB137	MTB000019	1473245	1473331	18
Yale-TB137	MTB000020	1473657	1476796	625
Yale-TB137	Rv0005	6571	6762	0
Yale-TB137	Rv0006	7360	7583	45
Yale-TB137	Rv0407	490733	491794	3
Yale-TB137	Rv0667	760307	761286	43
Yale-TB137	Rv0676c	775585	778906	12
Yale-TB137	Rv0678	778906	779488	4
Yale-TB137	Rv0701	800793	801462	29
Yale-TB137	Rv1173	1302805	1305502	15
Yale-TB137	Rv1305	1460997	1461291	2
Yale-TB137	Rv1483	1673409	1675012	4
Yale-TB137	Rv1694	1917939	1918747	18
Yale-TB137	Rv1908c	2153888	2156112	4
Yale-TB137	Rv2043c	2288676	2289272	54
Yale-TB137	Rv2416c	2714123	2715372	26
Yale-TB137	Rv2428	2726093	2726194	34
Yale-TB137	Rv2535c	2859299	2860451	3
Yale-TB137	Rv2983	3339068	3339763	44
Yale-TB137	Rv3261	3640493	3642882	7
Yale-TB137	Rv3547	3986794	3987300	33
Yale-TB137	Rv3795	4246586	4249653	11
Yale-TB137	Rv3854c	4326003	4327548	14
Yale-TB138	MTB000019	1473245	1473331	0
Yale-TB138	MTB000020	1473657	1476796	1
Yale-TB138	Rv0005	6571	6762	0
Yale-TB138	Rv0006	7360	7583	0
Yale-TB138	Rv0407	490733	491794	0
Yale-TB138	Rv0667	760307	761286	1
Yale-TB138	Rv0676c	775585	778906	0
Yale-TB138	Rv0678	778906	779488	0
Yale-TB138	Rv0701	800793	801462	0
Yale-TB138	Rv1173	1302805	1305502	1
Yale-TB138	Rv1305	1460997	1461291	0
Yale-TB138	Rv1483	1673409	1675012	2
Yale-TB138	Rv1694	1917939	1918747	1
Yale-TB138	Rv1908c	2153888	2156112	0
Yale-TB138	Rv2043c	2288676	2289272	5
Yale-TB138	Rv2416c	2714123	2715372	4
Yale-TB138	Rv2428	2726093	2726194	2
Yale-TB138	Rv2535c	2859299	2860451	0
Yale-TB138	Rv2983	3339068	3339763	2
Yale-TB138	Rv3261	3640493	3642882	1
Yale-TB138	Rv3547	3986794	3987300	1
Yale-TB138	Rv3795	4246586	4249653	0
Yale-TB138	Rv3854c	4326003	4327548	1
Yale-TB139	MTB000019	1473245	1473331	0
Yale-TB139	MTB000020	1473657	1476796	0
Yale-TB139	Rv0005	6571	6762	0
Yale-TB139	Rv0006	7360	7583	0
Yale-TB139	Rv0407	490733	491794	0
Yale-TB139	Rv0667	760307	761286	0
Yale-TB139	Rv0676c	775585	778906	0
Yale-TB139	Rv0678	778906	779488	0
Yale-TB139	Rv0701	800793	801462	0
Yale-TB139	Rv1173	1302805	1305502	0
Yale-TB139	Rv1305	1460997	1461291	0
Yale-TB139	Rv1483	1673409	1675012	0
Yale-TB139	Rv1694	1917939	1918747	0
Yale-TB139	Rv1908c	2153888	2156112	0
Yale-TB139	Rv2043c	2288676	2289272	0
Yale-TB139	Rv2416c	2714123	2715372	0
Yale-TB139	Rv2428	2726093	2726194	0
Yale-TB139	Rv2535c	2859299	2860451	0
Yale-TB139	Rv2983	3339068	3339763	0
Yale-TB139	Rv3261	3640493	3642882	0
Yale-TB139	Rv3547	3986794	3987300	0
Yale-TB139	Rv3795	4246586	4249653	0
Yale-TB139	Rv3854c	4326003	4327548	0
Yale-TB140	MTB000019	1473245	1473331	3
Yale-TB140	MTB000020	1473657	1476796	16
Yale-TB140	Rv0005	6571	6762	0
Yale-TB140	Rv0006	7360	7583	2
Yale-TB140	Rv0407	490733	491794	0
Yale-TB140	Rv0667	760307	761286	77
Yale-TB140	Rv0676c	775585	778906	1
Yale-TB140	Rv0678	778906	779488	0
Yale-TB140	Rv0701	800793	801462	1
Yale-TB140	Rv1173	1302805	1305502	1
Yale-TB140	Rv1305	1460997	1461291	0
Yale-TB140	Rv1483	1673409	1675012	0
Yale-TB140	Rv1694	1917939	1918747	1
Yale-TB140	Rv1908c	2153888	2156112	0
Yale-TB140	Rv2043c	2288676	2289272	2
Yale-TB140	Rv2416c	2714123	2715372	1
Yale-TB140	Rv2428	2726093	2726194	0
Yale-TB140	Rv2535c	2859299	2860451	1
Yale-TB140	Rv2983	3339068	3339763	2
Yale-TB140	Rv3261	3640493	3642882	0
Yale-TB140	Rv3547	3986794	3987300	0
Yale-TB140	Rv3795	4246586	4249653	1
Yale-TB140	Rv3854c	4326003	4327548	1
Yale-TB141	MTB000019	1473245	1473331	20
Yale-TB141	MTB000020	1473657	1476796	27
Yale-TB141	Rv0005	6571	6762	1
Yale-TB141	Rv0006	7360	7583	63
Yale-TB141	Rv0407	490733	491794	9
Yale-TB141	Rv0667	760307	761286	55
Yale-TB141	Rv0676c	775585	778906	22
Yale-TB141	Rv0678	778906	779488	7
Yale-TB141	Rv0701	800793	801462	33
Yale-TB141	Rv1173	1302805	1305502	23
Yale-TB141	Rv1305	1460997	1461291	2
Yale-TB141	Rv1483	1673409	1675012	13
Yale-TB141	Rv1694	1917939	1918747	24
Yale-TB141	Rv1908c	2153888	2156112	11
Yale-TB141	Rv2043c	2288676	2289272	69
Yale-TB141	Rv2416c	2714123	2715372	36
Yale-TB141	Rv2428	2726093	2726194	29
Yale-TB141	Rv2535c	2859299	2860451	9
Yale-TB141	Rv2983	3339068	3339763	54
Yale-TB141	Rv3261	3640493	3642882	12
Yale-TB141	Rv3547	3986794	3987300	32
Yale-TB141	Rv3795	4246586	4249653	18
Yale-TB141	Rv3854c	4326003	4327548	25
Yale-TB142	MTB000019	1473245	1473331	0
Yale-TB142	MTB000020	1473657	1476796	1
Yale-TB142	Rv0005	6571	6762	0
Yale-TB142	Rv0006	7360	7583	17
Yale-TB142	Rv0407	490733	491794	0
Yale-TB142	Rv0667	760307	761286	2
Yale-TB142	Rv0676c	775585	778906	0
Yale-TB142	Rv0678	778906	779488	1
Yale-TB142	Rv0701	800793	801462	0
Yale-TB142	Rv1173	1302805	1305502	2
Yale-TB142	Rv1305	1460997	1461291	0
Yale-TB142	Rv1483	1673409	1675012	1
Yale-TB142	Rv1694	1917939	1918747	2
Yale-TB142	Rv1908c	2153888	2156112	0
Yale-TB142	Rv2043c	2288676	2289272	10
Yale-TB142	Rv2416c	2714123	2715372	2
Yale-TB142	Rv2428	2726093	2726194	0
Yale-TB142	Rv2535c	2859299	2860451	0
Yale-TB142	Rv2983	3339068	3339763	3
Yale-TB142	Rv3261	3640493	3642882	1
Yale-TB142	Rv3547	3986794	3987300	1
Yale-TB142	Rv3795	4246586	4249653	1
Yale-TB142	Rv3854c	4326003	4327548	2
Yale-TB143	MTB000019	1473245	1473331	25
Yale-TB143	MTB000020	1473657	1476796	10
Yale-TB143	Rv0005	6571	6762	2
Yale-TB143	Rv0006	7360	7583	556
Yale-TB143	Rv0407	490733	491794	48
Yale-TB143	Rv0667	760307	761286	190
Yale-TB143	Rv0676c	775585	778906	74
Yale-TB143	Rv0678	778906	779488	15
Yale-TB143	Rv0701	800793	801462	74
Yale-TB143	Rv1173	1302805	1305502	74
Yale-TB143	Rv1305	1460997	1461291	4
Yale-TB143	Rv1483	1673409	1675012	27
Yale-TB143	Rv1694	1917939	1918747	130
Yale-TB143	Rv1908c	2153888	2156112	13
Yale-TB143	Rv2043c	2288676	2289272	907
Yale-TB143	Rv2416c	2714123	2715372	90
Yale-TB143	Rv2428	2726093	2726194	72
Yale-TB143	Rv2535c	2859299	2860451	16
Yale-TB143	Rv2983	3339068	3339763	157
Yale-TB143	Rv3261	3640493	3642882	39
Yale-TB143	Rv3547	3986794	3987300	174
Yale-TB143	Rv3795	4246586	4249653	52
Yale-TB143	Rv3854c	4326003	4327548	154
Yale-TB144	MTB000019	1473245	1473331	19
Yale-TB144	MTB000020	1473657	1476796	132
Yale-TB144	Rv0005	6571	6762	1
Yale-TB144	Rv0006	7360	7583	159
Yale-TB144	Rv0407	490733	491794	35
Yale-TB144	Rv0667	760307	761286	158
Yale-TB144	Rv0676c	775585	778906	67
Yale-TB144	Rv0678	778906	779488	30
Yale-TB144	Rv0701	800793	801462	113
Yale-TB144	Rv1173	1302805	1305502	67
Yale-TB144	Rv1305	1460997	1461291	4
Yale-TB144	Rv1483	1673409	1675012	31
Yale-TB144	Rv1694	1917939	1918747	109
Yale-TB144	Rv1908c	2153888	2156112	28
Yale-TB144	Rv2043c	2288676	2289272	405
Yale-TB144	Rv2416c	2714123	2715372	103
Yale-TB144	Rv2428	2726093	2726194	158
Yale-TB144	Rv2535c	2859299	2860451	24
Yale-TB144	Rv2983	3339068	3339763	187
Yale-TB144	Rv3261	3640493	3642882	35
Yale-TB144	Rv3547	3986794	3987300	170
Yale-TB144	Rv3795	4246586	4249653	50
Yale-TB144	Rv3854c	4326003	4327548	84
Yale-TB145	MTB000019	1473245	1473331	4
Yale-TB145	MTB000020	1473657	1476796	5
Yale-TB145	Rv0005	6571	6762	1
Yale-TB145	Rv0006	7360	7583	28
Yale-TB145	Rv0407	490733	491794	1
Yale-TB145	Rv0667	760307	761286	17
Yale-TB145	Rv0676c	775585	778906	4
Yale-TB145	Rv0678	778906	779488	2
Yale-TB145	Rv0701	800793	801462	3
Yale-TB145	Rv1173	1302805	1305502	8
Yale-TB145	Rv1305	1460997	1461291	1
Yale-TB145	Rv1483	1673409	1675012	3
Yale-TB145	Rv1694	1917939	1918747	7
Yale-TB145	Rv1908c	2153888	2156112	5
Yale-TB145	Rv2043c	2288676	2289272	13
Yale-TB145	Rv2416c	2714123	2715372	9
Yale-TB145	Rv2428	2726093	2726194	7
Yale-TB145	Rv2535c	2859299	2860451	5
Yale-TB145	Rv2983	3339068	3339763	7
Yale-TB145	Rv3261	3640493	3642882	3
Yale-TB145	Rv3547	3986794	3987300	1
Yale-TB145	Rv3795	4246586	4249653	5
Yale-TB145	Rv3854c	4326003	4327548	4
Yale-TB146	MTB000019	1473245	1473331	1
Yale-TB146	MTB000020	1473657	1476796	3
Yale-TB146	Rv0005	6571	6762	0
Yale-TB146	Rv0006	7360	7583	23
Yale-TB146	Rv0407	490733	491794	1
Yale-TB146	Rv0667	760307	761286	5
Yale-TB146	Rv0676c	775585	778906	2
Yale-TB146	Rv0678	778906	779488	0
Yale-TB146	Rv0701	800793	801462	1
Yale-TB146	Rv1173	1302805	1305502	5
Yale-TB146	Rv1305	1460997	1461291	0
Yale-TB146	Rv1483	1673409	1675012	4
Yale-TB146	Rv1694	1917939	1918747	9
Yale-TB146	Rv1908c	2153888	2156112	2
Yale-TB146	Rv2043c	2288676	2289272	13
Yale-TB146	Rv2416c	2714123	2715372	12
Yale-TB146	Rv2428	2726093	2726194	3
Yale-TB146	Rv2535c	2859299	2860451	3
Yale-TB146	Rv2983	3339068	3339763	4
Yale-TB146	Rv3261	3640493	3642882	4
Yale-TB146	Rv3547	3986794	3987300	2
Yale-TB146	Rv3795	4246586	4249653	3
Yale-TB146	Rv3854c	4326003	4327548	4
Yale-TB147	MTB000019	1473245	1473331	7
Yale-TB147	MTB000020	1473657	1476796	257
Yale-TB147	Rv0005	6571	6762	0
Yale-TB147	Rv0006	7360	7583	16
Yale-TB147	Rv0407	490733	491794	3
Yale-TB147	Rv0667	760307	761286	14
Yale-TB147	Rv0676c	775585	778906	5
Yale-TB147	Rv0678	778906	779488	1
Yale-TB147	Rv0701	800793	801462	7
Yale-TB147	Rv1173	1302805	1305502	4
Yale-TB147	Rv1305	1460997	1461291	0
Yale-TB147	Rv1483	1673409	1675012	4
Yale-TB147	Rv1694	1917939	1918747	5
Yale-TB147	Rv1908c	2153888	2156112	3
Yale-TB147	Rv2043c	2288676	2289272	21
Yale-TB147	Rv2416c	2714123	2715372	8
Yale-TB147	Rv2428	2726093	2726194	13
Yale-TB147	Rv2535c	2859299	2860451	2
Yale-TB147	Rv2983	3339068	3339763	9
Yale-TB147	Rv3261	3640493	3642882	4
Yale-TB147	Rv3547	3986794	3987300	15
Yale-TB147	Rv3795	4246586	4249653	5
Yale-TB147	Rv3854c	4326003	4327548	5
Yale-TB148	MTB000019	1473245	1473331	0
Yale-TB148	MTB000020	1473657	1476796	0
Yale-TB148	Rv0005	6571	6762	0
Yale-TB148	Rv0006	7360	7583	0
Yale-TB148	Rv0407	490733	491794	0
Yale-TB148	Rv0667	760307	761286	0
Yale-TB148	Rv0676c	775585	778906	0
Yale-TB148	Rv0678	778906	779488	0
Yale-TB148	Rv0701	800793	801462	0
Yale-TB148	Rv1173	1302805	1305502	0
Yale-TB148	Rv1305	1460997	1461291	0
Yale-TB148	Rv1483	1673409	1675012	0
Yale-TB148	Rv1694	1917939	1918747	0
Yale-TB148	Rv1908c	2153888	2156112	0
Yale-TB148	Rv2043c	2288676	2289272	0
Yale-TB148	Rv2416c	2714123	2715372	0
Yale-TB148	Rv2428	2726093	2726194	0
Yale-TB148	Rv2535c	2859299	2860451	0
Yale-TB148	Rv2983	3339068	3339763	0
Yale-TB148	Rv3261	3640493	3642882	0
Yale-TB148	Rv3547	3986794	3987300	0
Yale-TB148	Rv3795	4246586	4249653	0
Yale-TB148	Rv3854c	4326003	4327548	0
Yale-TB149	MTB000019	1473245	1473331	0
Yale-TB149	MTB000020	1473657	1476796	0
Yale-TB149	Rv0005	6571	6762	0
Yale-TB149	Rv0006	7360	7583	0
Yale-TB149	Rv0407	490733	491794	0
Yale-TB149	Rv0667	760307	761286	0
Yale-TB149	Rv0676c	775585	778906	0
Yale-TB149	Rv0678	778906	779488	0
Yale-TB149	Rv0701	800793	801462	0
Yale-TB149	Rv1173	1302805	1305502	0
Yale-TB149	Rv1305	1460997	1461291	0
Yale-TB149	Rv1483	1673409	1675012	0
Yale-TB149	Rv1694	1917939	1918747	0
Yale-TB149	Rv1908c	2153888	2156112	0
Yale-TB149	Rv2043c	2288676	2289272	0
Yale-TB149	Rv2416c	2714123	2715372	0
Yale-TB149	Rv2428	2726093	2726194	0
Yale-TB149	Rv2535c	2859299	2860451	0
Yale-TB149	Rv2983	3339068	3339763	0
Yale-TB149	Rv3261	3640493	3642882	0
Yale-TB149	Rv3547	3986794	3987300	0
Yale-TB149	Rv3795	4246586	4249653	0
Yale-TB149	Rv3854c	4326003	4327548	0
Yale-TB150	MTB000019	1473245	1473331	1
Yale-TB150	MTB000020	1473657	1476796	1
Yale-TB150	Rv0005	6571	6762	0
Yale-TB150	Rv0006	7360	7583	0
Yale-TB150	Rv0407	490733	491794	0
Yale-TB150	Rv0667	760307	761286	0
Yale-TB150	Rv0676c	775585	778906	0
Yale-TB150	Rv0678	778906	779488	0
Yale-TB150	Rv0701	800793	801462	0
Yale-TB150	Rv1173	1302805	1305502	0
Yale-TB150	Rv1305	1460997	1461291	0
Yale-TB150	Rv1483	1673409	1675012	0
Yale-TB150	Rv1694	1917939	1918747	0
Yale-TB150	Rv1908c	2153888	2156112	0
Yale-TB150	Rv2043c	2288676	2289272	0
Yale-TB150	Rv2416c	2714123	2715372	0
Yale-TB150	Rv2428	2726093	2726194	0
Yale-TB150	Rv2535c	2859299	2860451	0
Yale-TB150	Rv2983	3339068	3339763	0
Yale-TB150	Rv3261	3640493	3642882	0
Yale-TB150	Rv3547	3986794	3987300	0
Yale-TB150	Rv3795	4246586	4249653	0
Yale-TB150	Rv3854c	4326003	4327548	0
Yale-TB151	MTB000019	1473245	1473331	0
Yale-TB151	MTB000020	1473657	1476796	1
Yale-TB151	Rv0005	6571	6762	0
Yale-TB151	Rv0006	7360	7583	2
Yale-TB151	Rv0407	490733	491794	1
Yale-TB151	Rv0667	760307	761286	2
Yale-TB151	Rv0676c	775585	778906	1
Yale-TB151	Rv0678	778906	779488	0
Yale-TB151	Rv0701	800793	801462	2
Yale-TB151	Rv1173	1302805	1305502	1
Yale-TB151	Rv1305	1460997	1461291	0
Yale-TB151	Rv1483	1673409	1675012	1
Yale-TB151	Rv1694	1917939	1918747	2
Yale-TB151	Rv1908c	2153888	2156112	1
Yale-TB151	Rv2043c	2288676	2289272	1
Yale-TB151	Rv2416c	2714123	2715372	2
Yale-TB151	Rv2428	2726093	2726194	0
Yale-TB151	Rv2535c	2859299	2860451	1
Yale-TB151	Rv2983	3339068	3339763	2
Yale-TB151	Rv3261	3640493	3642882	1
Yale-TB151	Rv3547	3986794	3987300	1
Yale-TB151	Rv3795	4246586	4249653	2
Yale-TB151	Rv3854c	4326003	4327548	1
Yale-TB152	MTB000019	1473245	1473331	0
Yale-TB152	MTB000020	1473657	1476796	0
Yale-TB152	Rv0005	6571	6762	0
Yale-TB152	Rv0006	7360	7583	1
Yale-TB152	Rv0407	490733	491794	0
Yale-TB152	Rv0667	760307	761286	0
Yale-TB152	Rv0676c	775585	778906	0
Yale-TB152	Rv0678	778906	779488	1
Yale-TB152	Rv0701	800793	801462	0
Yale-TB152	Rv1173	1302805	1305502	0
Yale-TB152	Rv1305	1460997	1461291	1
Yale-TB152	Rv1483	1673409	1675012	0
Yale-TB152	Rv1694	1917939	1918747	0
Yale-TB152	Rv1908c	2153888	2156112	1
Yale-TB152	Rv2043c	2288676	2289272	1
Yale-TB152	Rv2416c	2714123	2715372	0
Yale-TB152	Rv2428	2726093	2726194	0
Yale-TB152	Rv2535c	2859299	2860451	0
Yale-TB152	Rv2983	3339068	3339763	1
Yale-TB152	Rv3261	3640493	3642882	0
Yale-TB152	Rv3547	3986794	3987300	0
Yale-TB152	Rv3795	4246586	4249653	0
Yale-TB152	Rv3854c	4326003	4327548	0
Yale-TB153	MTB000019	1473245	1473331	0
Yale-TB153	MTB000020	1473657	1476796	0
Yale-TB153	Rv0005	6571	6762	0
Yale-TB153	Rv0006	7360	7583	0
Yale-TB153	Rv0407	490733	491794	0
Yale-TB153	Rv0667	760307	761286	0
Yale-TB153	Rv0676c	775585	778906	0
Yale-TB153	Rv0678	778906	779488	0
Yale-TB153	Rv0701	800793	801462	0
Yale-TB153	Rv1173	1302805	1305502	0
Yale-TB153	Rv1305	1460997	1461291	0
Yale-TB153	Rv1483	1673409	1675012	0
Yale-TB153	Rv1694	1917939	1918747	1
Yale-TB153	Rv1908c	2153888	2156112	0
Yale-TB153	Rv2043c	2288676	2289272	0
Yale-TB153	Rv2416c	2714123	2715372	1
Yale-TB153	Rv2428	2726093	2726194	0
Yale-TB153	Rv2535c	2859299	2860451	0
Yale-TB153	Rv2983	3339068	3339763	1
Yale-TB153	Rv3261	3640493	3642882	0
Yale-TB153	Rv3547	3986794	3987300	0
Yale-TB153	Rv3795	4246586	4249653	0
Yale-TB153	Rv3854c	4326003	4327548	0
Yale-TB154	MTB000019	1473245	1473331	77
Yale-TB154	MTB000020	1473657	1476796	56
Yale-TB154	Rv0005	6571	6762	3
Yale-TB154	Rv0006	7360	7583	108
Yale-TB154	Rv0407	490733	491794	11
Yale-TB154	Rv0667	760307	761286	58
Yale-TB154	Rv0676c	775585	778906	29
Yale-TB154	Rv0678	778906	779488	8
Yale-TB154	Rv0701	800793	801462	37
Yale-TB154	Rv1173	1302805	1305502	38
Yale-TB154	Rv1305	1460997	1461291	2
Yale-TB154	Rv1483	1673409	1675012	13
Yale-TB154	Rv1694	1917939	1918747	49
Yale-TB154	Rv1908c	2153888	2156112	11
Yale-TB154	Rv2043c	2288676	2289272	170
Yale-TB154	Rv2416c	2714123	2715372	53
Yale-TB154	Rv2428	2726093	2726194	58
Yale-TB154	Rv2535c	2859299	2860451	15
Yale-TB154	Rv2983	3339068	3339763	104
Yale-TB154	Rv3261	3640493	3642882	18
Yale-TB154	Rv3547	3986794	3987300	41
Yale-TB154	Rv3795	4246586	4249653	15
Yale-TB154	Rv3854c	4326003	4327548	28
Yale-TB155	MTB000019	1473245	1473331	45
Yale-TB155	MTB000020	1473657	1476796	38
Yale-TB155	Rv0005	6571	6762	0
Yale-TB155	Rv0006	7360	7583	0
Yale-TB155	Rv0407	490733	491794	0
Yale-TB155	Rv0667	760307	761286	0
Yale-TB155	Rv0676c	775585	778906	0
Yale-TB155	Rv0678	778906	779488	0
Yale-TB155	Rv0701	800793	801462	0
Yale-TB155	Rv1173	1302805	1305502	0
Yale-TB155	Rv1305	1460997	1461291	0
Yale-TB155	Rv1483	1673409	1675012	0
Yale-TB155	Rv1694	1917939	1918747	0
Yale-TB155	Rv1908c	2153888	2156112	0
Yale-TB155	Rv2043c	2288676	2289272	0
Yale-TB155	Rv2416c	2714123	2715372	0
Yale-TB155	Rv2428	2726093	2726194	0
Yale-TB155	Rv2535c	2859299	2860451	0
Yale-TB155	Rv2983	3339068	3339763	0
Yale-TB155	Rv3261	3640493	3642882	0
Yale-TB155	Rv3547	3986794	3987300	0
Yale-TB155	Rv3795	4246586	4249653	0
Yale-TB155	Rv3854c	4326003	4327548	0
Yale-TB156	MTB000019	1473245	1473331	0
Yale-TB156	MTB000020	1473657	1476796	0
Yale-TB156	Rv0005	6571	6762	0
Yale-TB156	Rv0006	7360	7583	0
Yale-TB156	Rv0407	490733	491794	0
Yale-TB156	Rv0667	760307	761286	0
Yale-TB156	Rv0676c	775585	778906	0
Yale-TB156	Rv0678	778906	779488	0
Yale-TB156	Rv0701	800793	801462	0
Yale-TB156	Rv1173	1302805	1305502	0
Yale-TB156	Rv1305	1460997	1461291	0
Yale-TB156	Rv1483	1673409	1675012	0
Yale-TB156	Rv1694	1917939	1918747	0
Yale-TB156	Rv1908c	2153888	2156112	0
Yale-TB156	Rv2043c	2288676	2289272	0
Yale-TB156	Rv2416c	2714123	2715372	0
Yale-TB156	Rv2428	2726093	2726194	0
Yale-TB156	Rv2535c	2859299	2860451	0
Yale-TB156	Rv2983	3339068	3339763	0
Yale-TB156	Rv3261	3640493	3642882	0
Yale-TB156	Rv3547	3986794	3987300	0
Yale-TB156	Rv3795	4246586	4249653	0
Yale-TB156	Rv3854c	4326003	4327548	0
Yale-TB157	MTB000019	1473245	1473331	-1
Yale-TB157	MTB000020	1473657	1476796	-1
Yale-TB157	Rv0005	6571	6762	-1
Yale-TB157	Rv0006	7360	7583	-1
Yale-TB157	Rv0407	490733	491794	-1
Yale-TB157	Rv0667	760307	761286	-1
Yale-TB157	Rv0676c	775585	778906	-1
Yale-TB157	Rv0678	778906	779488	-1
Yale-TB157	Rv0701	800793	801462	-1
Yale-TB157	Rv1173	1302805	1305502	-1
Yale-TB157	Rv1305	1460997	1461291	-1
Yale-TB157	Rv1483	1673409	1675012	-1
Yale-TB157	Rv1694	1917939	1918747	-1
Yale-TB157	Rv1908c	2153888	2156112	-1
Yale-TB157	Rv2043c	2288676	2289272	-1
Yale-TB157	Rv2416c	2714123	2715372	-1
Yale-TB157	Rv2428	2726093	2726194	-1
Yale-TB157	Rv2535c	2859299	2860451	-1
Yale-TB157	Rv2983	3339068	3339763	-1
Yale-TB157	Rv3261	3640493	3642882	-1
Yale-TB157	Rv3547	3986794	3987300	-1
Yale-TB157	Rv3795	4246586	4249653	-1
Yale-TB157	Rv3854c	4326003	4327548	-1
Yale-TB158	MTB000019	1473245	1473331	0
Yale-TB158	MTB000020	1473657	1476796	1
Yale-TB158	Rv0005	6571	6762	0
Yale-TB158	Rv0006	7360	7583	0
Yale-TB158	Rv0407	490733	491794	0
Yale-TB158	Rv0667	760307	761286	0
Yale-TB158	Rv0676c	775585	778906	0
Yale-TB158	Rv0678	778906	779488	0
Yale-TB158	Rv0701	800793	801462	0
Yale-TB158	Rv1173	1302805	1305502	0
Yale-TB158	Rv1305	1460997	1461291	0
Yale-TB158	Rv1483	1673409	1675012	0
Yale-TB158	Rv1694	1917939	1918747	0
Yale-TB158	Rv1908c	2153888	2156112	0
Yale-TB158	Rv2043c	2288676	2289272	0
Yale-TB158	Rv2416c	2714123	2715372	0
Yale-TB158	Rv2428	2726093	2726194	0
Yale-TB158	Rv2535c	2859299	2860451	0
Yale-TB158	Rv2983	3339068	3339763	0
Yale-TB158	Rv3261	3640493	3642882	0
Yale-TB158	Rv3547	3986794	3987300	0
Yale-TB158	Rv3795	4246586	4249653	0
Yale-TB158	Rv3854c	4326003	4327548	0
Yale-TB159	MTB000019	1473245	1473331	1
Yale-TB159	MTB000020	1473657	1476796	0
Yale-TB159	Rv0005	6571	6762	0
Yale-TB159	Rv0006	7360	7583	0
Yale-TB159	Rv0407	490733	491794	0
Yale-TB159	Rv0667	760307	761286	0
Yale-TB159	Rv0676c	775585	778906	0
Yale-TB159	Rv0678	778906	779488	0
Yale-TB159	Rv0701	800793	801462	0
Yale-TB159	Rv1173	1302805	1305502	0
Yale-TB159	Rv1305	1460997	1461291	0
Yale-TB159	Rv1483	1673409	1675012	0
Yale-TB159	Rv1694	1917939	1918747	0
Yale-TB159	Rv1908c	2153888	2156112	0
Yale-TB159	Rv2043c	2288676	2289272	0
Yale-TB159	Rv2416c	2714123	2715372	0
Yale-TB159	Rv2428	2726093	2726194	0
Yale-TB159	Rv2535c	2859299	2860451	0
Yale-TB159	Rv2983	3339068	3339763	0
Yale-TB159	Rv3261	3640493	3642882	0
Yale-TB159	Rv3547	3986794	3987300	0
Yale-TB159	Rv3795	4246586	4249653	0
Yale-TB159	Rv3854c	4326003	4327548	0
Yale-TB160	MTB000019	1473245	1473331	2
Yale-TB160	MTB000020	1473657	1476796	2
Yale-TB160	Rv0005	6571	6762	6
Yale-TB160	Rv0006	7360	7583	2566
Yale-TB160	Rv0407	490733	491794	87
Yale-TB160	Rv0667	760307	761286	47
Yale-TB160	Rv0676c	775585	778906	22
Yale-TB160	Rv0678	778906	779488	1
Yale-TB160	Rv0701	800793	801462	4
Yale-TB160	Rv1173	1302805	1305502	114
Yale-TB160	Rv1305	1460997	1461291	4
Yale-TB160	Rv1483	1673409	1675012	18
Yale-TB160	Rv1694	1917939	1918747	32
Yale-TB160	Rv1908c	2153888	2156112	9
Yale-TB160	Rv2043c	2288676	2289272	163
Yale-TB160	Rv2416c	2714123	2715372	39
Yale-TB160	Rv2428	2726093	2726194	20
Yale-TB160	Rv2535c	2859299	2860451	7
Yale-TB160	Rv2983	3339068	3339763	33
Yale-TB160	Rv3261	3640493	3642882	46
Yale-TB160	Rv3547	3986794	3987300	15
Yale-TB160	Rv3795	4246586	4249653	54
Yale-TB160	Rv3854c	4326003	4327548	171
Yale-TB161	MTB000019	1473245	1473331	263
Yale-TB161	MTB000020	1473657	1476796	175
Yale-TB161	Rv0005	6571	6762	45
Yale-TB161	Rv0006	7360	7583	2425
Yale-TB161	Rv0407	490733	491794	718
Yale-TB161	Rv0667	760307	761286	715
Yale-TB161	Rv0676c	775585	778906	561
Yale-TB161	Rv0678	778906	779488	138
Yale-TB161	Rv0701	800793	801462	419
Yale-TB161	Rv1173	1302805	1305502	621
Yale-TB161	Rv1305	1460997	1461291	86
Yale-TB161	Rv1483	1673409	1675012	385
Yale-TB161	Rv1694	1917939	1918747	378
Yale-TB161	Rv1908c	2153888	2156112	280
Yale-TB161	Rv2043c	2288676	2289272	1540
Yale-TB161	Rv2416c	2714123	2715372	520
Yale-TB161	Rv2428	2726093	2726194	589
Yale-TB161	Rv2535c	2859299	2860451	179
Yale-TB161	Rv2983	3339068	3339763	682
Yale-TB161	Rv3261	3640493	3642882	349
Yale-TB161	Rv3547	3986794	3987300	686
Yale-TB161	Rv3795	4246586	4249653	531
Yale-TB161	Rv3854c	4326003	4327548	814
Yale-TB162	MTB000019	1473245	1473331	635
Yale-TB162	MTB000020	1473657	1476796	61
Yale-TB162	Rv0005	6571	6762	23
Yale-TB162	Rv0006	7360	7583	1024
Yale-TB162	Rv0407	490733	491794	244
Yale-TB162	Rv0667	760307	761286	269
Yale-TB162	Rv0676c	775585	778906	234
Yale-TB162	Rv0678	778906	779488	35
Yale-TB162	Rv0701	800793	801462	166
Yale-TB162	Rv1173	1302805	1305502	344
Yale-TB162	Rv1305	1460997	1461291	21
Yale-TB162	Rv1483	1673409	1675012	191
Yale-TB162	Rv1694	1917939	1918747	147
Yale-TB162	Rv1908c	2153888	2156112	110
